DRUGBANK_ID,COMMON_NAME,CAS_NUMBER,UNII,SYNONYMS,Smiles
DB04379,N-Methyl-N-(Methylbenzyl)Formamide,,,,CC(c1ccccc1)N(C)C=O
DB01472,4-Methoxyamphetamine,64-13-1,OVB8F8P39Q,"(2RS)-1-(4-methoxyphenyl)propan-2-amine; 4-methoxyamfetamine; D,L-p-methoxyamphetamine; Formoterol fumarate related compound G; P-methoxyamfetamine; P-methoxyamphetamine; Paramethoxyamphetamine",CC(Cc(cc1)ccc1OC)N
DB15339,Methcathinone,5650-44-2,386QA522QG,COSMOS,CC(C(c1ccccc1)=O)NC
DB01364,Ephedrine,299-42-3,GN83C131XS,"(-)-Ephedrine; (1R,2S)-1-Phenyl-1-hydroxy-2-methylaminopropane; Efedrina; Ephedrine; L-Ephedrine; L-erythro-2-(Methylamino)-1-phenylpropan-1-ol; L(−)-ephedrine",C[C@@H]([C@@H](c1ccccc1)O)NC
DB14752,Racephedrine,90-81-3,03VRY66076,(+-)-Ephedrine; Ephedrine DL-form; Racephedrine,C[C@@H]([C@@H](c1ccccc1)O)NC
DB00852,Pseudoephedrine,90-82-4,7CUC9DDI9F,"(+) threo-2-(methylamino)-1-phenyl-1-propanol; (+)-(1S,2S)-Pseudoephedrine; (+)-Pseudoephedrine; (+)-psi-Ephedrine; (+)-threo-Ephedrine; d-Isoephedrine; d-Pseudoephedrine; d-psi-2-Methylamino-1-phenyl-1-propanol; d-psi-Ephedrine; Isoephedrine; L-(+)-Pseudoephedrine; L(+)-psi-Ephedrine; Pseudoefedrina; Pseudoephedrine; pseudoéphédrine; Pseudoephedrine D-form; Pseudoephedrinum; Psi-ephedrin; Psi-ephedrine; trans-Ephedrine; ψ-ephedrine",C[C@H]([C@@H](c1ccccc1)O)NC
DB07346,4-(2-aminoethyl)-2-ethylphenol,,,,CCc(cc(CCN)cc1)c1O
DB01010,Edrophonium,312-48-1,70FP3JLY7N,"(3-hydroxyphenyl)dimethylethylammonium; 3-hydroxy-N,N-dimethyl-N-ethylanilinium; Edrophonium cation; Edrophonium ion; Ethyl-(3-hydroxy-phenyl)-dimethyl-ammonium; N-ethyl-3-hydroxy-N,N-dimethylanilinium; N-ethyl-3-hydroxy-N,N-dimethylbenzenaminium",CC[N+](C)(C)c1cccc(O)c1
DB15963,Thioctamide,940-69-2,Q1GT04827L,Lipoamide; Thioctic acid amide,NC(CCCCC1SSCC1)=O
DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,,,,N[C@H]([C@@H](CO)O[C@@H]([C@@H]1O)O)[C@@H]1O
DB01296,Glucosamine,3416-24-8,N08U5BOQ1K,2-amino-2-deoxy-D-glucose; Chitosamine; D-Glucosamine; Glucosamina; Glucosamine,N[C@H]([C@H]1O)C(O)O[C@H](CO)[C@H]1O
DB02678,beta-D-Galactosamine,14196-86-2,K8YZM765ZS,2-amino-2-deoxy-beta-D-galactopyranose; 2-amino-2-deoxy-β-D-galactopyranose; 2-deoxy-2-aminogalactose; β-D-galactosamine; β-galactosylamine,N[C@@H]([C@@H]1O)[C@@H](O)O[C@@H](CO)[C@H]1O
DB07384,1-ACETYL-2-CARBOXYPIPERIDINE,,,,CC(N(CCCC1)C1C(O)=O)=O
DB04308,D-4-hydroxyphenylglycine,22818-40-2,PCM9OIX717,(R)-(4-hydroxyphenyl)glycine; (R)-2-(4-hydroxyphenyl)glycine; (R)-alpha-Amino-4-hydroxybenzeneacetic acid; (R)-ethyl 2-amino-2-(4-hydroxyphenyl)acetate; 4-hydroxy-d-phenylglycine; D-(-)-2-(p-hydroxyphenyl)glycine; D-(-)-4-hydroxyphenylglycine; D-(-)-amino(4-hydroxyphenyl)acetic acid; D-(-)-p-hydroxyphenylglycine; D-2-amino-2-(p-hydroxyphenyl)acetic acid; D-4-hydroxyphenylglycine; D-N-(4-Hydroxyphenyl)glycine; D-p-hydroxyphenylglycine; P-hydroxy-(R)-phenylglycine; P-hydroxy-d-phenylglycine,N[C@@H](C(O)=O)c(cc1)ccc1O
DB04291,Oxfenicine,32462-30-9,9YH0WH2Z02,(2S)-Amino(4-Hydroxyphenyl)Acetic Acid; (S)-(4-hydroxyphenyl)glycine; L-2-(p-hydroxyphenyl)glycine; L-4-hydroxyphenylglycine; Oxfenicine,N[C@H](C(O)=O)c(cc1)ccc1O
DB02601,4-Hydroxyphenylglycine,37784-25-1,7UYG7X0F53,(+/-)-alpha-amino-4-hydroxybenzeneacetic acid; (RS)-2-(4-hydroxyphenyl)glycine; dl-p-hydroxyphenylglycine; p-hydroxyphenylglycine,NC(C(O)=O)c(cc1)ccc1O
DB00165,Pyridoxine,65-23-6,KV2JZ1BI6Z,"2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine; 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine; 3-hydroxy-4,5-dimethylol-α-picoline; 5-hydroxy-6-methyl-3,4-pyridinedimethanol; Piridoxina; Pyridoxine; Pyridoxinum; Pyridoxol; Vitamin B6",Cc1ncc(CO)c(CO)c1O
DB00147,Pyridoxal,66-72-8,3THM379K8A,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine; 3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde; 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde; 3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde; Piridoxal; Pyridoxaldehyde,Cc1ncc(CO)c(C=O)c1O
DB00368,Norepinephrine,51-41-2,X4W3ENH1CV,"(−)-arterenol; (−)-noradrenaline; (−)-norepinephrine; (R)-(−)-norepinephrine; (R)-4-(2-amino-1-hydroxyethyl)-1,2-benzenediol; (R)-noradrenaline; (R)-norepinephrine; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol; Arterenol; L-noradrenaline; L-Norepinephrine; Nor-adrenaline; Noradrenaline; Norepinefrina; Norépinéphrine; Norepinephrine; Norepinephrinum",NC[C@@H](c(cc1)cc(O)c1O)O
DB16547,Furvina,189935-72-6,7HFX5XQO7N,1-(5-Bromofur-2-yl)-2-bromo-2-nitroethene; 2-Bromo-5-(2-bromo-2-nitrovinyl)furan,[O-][N+](/C(/Br)=C/c(o1)ccc1Br)=O
DB04598,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,,R67LEH4X5Q,,Nc(c(O)c(cc1)Cl)c1C(O)=O
DB13597,Moroxydine,3731-59-7,O611591WAH,Moroxidina; Moroxydine; Moroxydinum,NC(NC(N1CCOCC1)=N)=N
DB06704,Iobenguane,80663-95-2,35MRW7B4AD,((3-iodophenyl)methyl)guanidine; 3-iodobenzylguanidine; m-iodobenzylguanidine; Metaiodobenzylguanidine; mIBG,NC(N)=NCc1cccc(I)c1
DB02885,4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine,,,,C=C(C=NC(C(F)(F)F)=N1)C1=N
DB04151,1-Methylhistidine,332-80-9,583O01BJ32,(2S)-2-amino-3-(1-methyl-1H-imidazol-4-yl)propanoic acid; 1-methyl-L-histidine; N(tele)-methyl-L-histidine; Pi-methylhistidine,Cn1cnc(CC(C(O)=O)N)c1
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,,,,NC(Nc1ccc(CO)cc1)=N
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,130974-86-6,,,N/C(/NO)=N\c(cc1)ccc1Cl
DB00916,Metronidazole,443-48-1,140QMO216E,1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole; 1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole; 1-(β-ethylol)-2-methyl-5-nitro-3-azapyrrole; 1-(β-hydroxyethyl)-2-methyl-5-nitroimidazole; 1-(β-oxyethyl)-2-methyl-5-nitroimidazole; 2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole; 2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole; 2-methyl-5-nitroimidazole-1-ethanol; Metronidazol; Métronidazole; Metronidazole; Metronidazolum,Cc(n1CCO)ncc1[N+]([O-])=O
DB09411,Technetium Tc-99m etidronate,63347-65-9,13W7DMI45X,Technetium (99mTc) etidronate; Technetium Tc 99m etidronate,CC(O)(P(O)(O)=O)P(O)(O)=O.[99Tc]
DB01952,"1,N6-Ethenoadenine",13875-63-3,SIN7411HG7,,c1cnc2n1cnc1c2nc[nH]1
DB09276,Sodium aurothiomalate,12244-57-4,HRS6S09A0H,Aurotiomalato sodico; Gold sodium thiomalate; Natrii aurothiomalas; Sodium aurothiomalate,[O-]C(CC(C([O-])=O)S[Au])=O.[Na+].[Na+]
DB13707,Sodium tartrate,868-18-8,QTO9JB4MDD,"Bisodium tartrate; Disodium L-(+)-tartrate; disodium tartrate; sodium L-tartrate; Tartaric acid, disodium salt",[O-]C([C@@H]([C@H](C([O-])=O)O)O)=O.[Na+].[Na+]
DB09561,Sodium glycerophosphate,1334-74-3,G43E72677U,Disodium glycerol phosphate; Sodium glycerophosphate anhydrous,[O-]P([O-])(OCC(CO)O)=O.[Na+].[Na+]
DB15948,Potassium glycerophosphate,1319-69-3,6ZC849M884,Potassium glycerophosphate anhydrous,[O-]P([O-])(OCC(CO)O)=O.[K+].[K+]
DB01294,Bismuth subsalicylate,14882-18-9,62TEY51RR1,"2-Hydroxy-benzo[1,3,2]dioxabismin-4-one; Basic bismuth salicylate; Bismuth oxide salicylate; Bismuth oxysalicylate; Bismuth subsalicylate; Pink bismuth; Wismutsubsalicylat",O[Bi](Oc1c2cccc1)OC2=O
DB07610,"1,2-Dihydroxynaphthalene",574-00-5,2R5017T335,"1,2-Naphthalenediol; 1,2-naphthohydroquinone; beta-Naphthohydroquinone; Naphthalene-1,2-diol; β-naphthohydroquinone",Oc(ccc1ccccc11)c1O
DB08785,4-Methylcoumarin,607-71-6,2YZ8R79U9H,4-Methyl-2H-1-benzopyran-2-one,CC(c(cccc1)c1O1)=CC1=O
DB08264,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",,,,O[C@H]([C@@H]1O)C=Cc2c1cccc2
DB07661,"1,6-Naphthalenediol",575-44-0,34C30KW024,"1,6-dihydroxynaphthalene; 2,5-dihydroxynaphthalene; 2,5-naphthalenediol; 6-hydroxy-1-naphthol; Naphthalene-1,6-diol",Oc1ccc2c(O)cccc2c1
DB02817,5-Exo-Hydroxycamphor,,,,CC(C)([C@H](C1)[C@H](C2)O)[C@@]2(C)C1=O
DB04360,Benzo[B]Thiophene-2-Boronic Acid,,SME05QG1FJ,,OB(c1cc(cccc2)c2s1)O
DB15915,Camphor monobromide,76-29-9,NAY429URSN,"3-Bromo-d-camphor; 3-Bromocamphor; Camphor bromide; Camphor, monobromated",CC(C)([C@@H](CC1)[C@H]2Br)[C@@]1(C)C2=O
DB02394,Oxiranpseudoglucose,,,,OC[C@@]1([C@H]([C@@H]2O)O)O[C@@H]1C[C@@H]2O
DB03410,4-hydroxycoumarin,1076-38-6,X954ZLL2RD,4-coumarinol; 4-hydroxy-2-chromenone; 4-hydroxy-2H-1-benzopyran-2-one; 4-hydroxy-2H-benzo[b]pyran-2-one; 4-hydroxychromen-2-one; 4-hydroxycoumarin; Benzotetronic acid,OC(c(cccc1)c1O1)=CC1=O
DB01275,Hydralazine,86-54-4,26NAK24LS8,(1Z)-1(2H)-Phthalazinone hydrazone; (2H)-Phthalazinone hydrazone; 1-Hydrazinophthalazine; 1-Phthalazinylhydrazine; 6-Hydralazine; Hidralazina; Hydralazin; Hydralazine; Hydralazinum; Hydrallazine; Hydrazinophthalazine; Hydrazone 1(2H)-phthalazinone; Hypophthalin; Idralazina; Phthalazin-1-ylhydrazine,NNc1nncc2ccccc12
DB01939,5-Amidino-Benzimidazole,,,,NC(c(cc1)cc2c1nc[nH]2)=[NH2+]
DB02993,8-Methyl-9-Oxoguanine,,,,Cc1nc(C(NC(N)=N2)=O)c2o1
DB13400,Linsidomine,33876-97-0,5O5U71P6VQ,Linsidomina; Linsidomine; Linsidominum,[NH-]c1c[n+](N2CCOCC2)no1
DB08844,Uric acid,69-93-2,268B43MJ25,"2,6,8-trihydroxypurine; 2,6,8-trioxopurine; 2,6,8-trioxypurine; 7,9-dihydro-1H-purine-2,6,8(3H)-trione; Lithic acid; Purine-2,6,8(1H,3H,9H)-trione; Urate; Uricum acidum",Oc([nH]c1nc(O)n2)nc1c2O
DB04581,1-benzylimidazole,4238-71-5,W4C9Z5BCV7,1-benzyl-1H-imidazole,C(c1ccccc1)n1cncc1
DB00797,Tolazoline,59-98-3,CHH9H12AQ3,"2-Benzyl-2-imidazoline; 2-Benzyl-4,5-imidazoline; 2-Benzylimidazoline; 4,5-Dihydro-2-(phenylmethyl)-1H-imidazole; Benzazoline; Tolazolin; Tolazolina; Tolazoline; Tolazolinum",C(C1=NCCN1)c1ccccc1
DB08653,Tryptamine,61-54-1,422ZU9N5TV,1H-indole-3-ethanamine; 2-(3-indolyl)ethylamine; 3-(2-Aminoethyl)indole; Tryptamine,NCCc1c[nH]c2c1cccc2
DB03056,4-Piperidino-Piperidine,,,,C(CC1)CCN1C1CCNCC1
DB00184,Nicotine,54-11-5,6M3C89ZY6R,(−)-nicotine; (S)-(−)-nicotine; (S)-3-(1-methylpyrrolidin-2-yl)pyridine; (S)-3-(N-methylpyrrolidin-2-yl)pyridine; (S)-Nicotine; 3-(2-(N-methylpyrrolidinyl))pyridine; 3-(N-methylpyrollidino)pyridine; L(−)-nicotine; Nicotina; Nicotine; Nicotine betadex; Nicotine polacrilex; Nikotin; Nikotyna,CN(CCC1)[C@@H]1c1cccnc1
DB16397,Terevalefim,1070881-42-3,GG91UXK2M5,Refanalin; Terevalefim,C(c1n[nH]cc1)=C/c1cccs1
DB02974,4-(4-Chlorophenyl)Imidazole,,,,Clc(cc1)ccc1-c1cnc[nH]1
DB04446,Benzo[B]Thiophene-2-Carboxamidine,,,,NC(c1cc(cccc2)c2s1)=[NH2+]
DB03028,1h-Benoximidazole-2-Carboxylic Acid,,,,OC(c1nc(cccc2)c2[nH]1)=O
DB01490,Aminorex,2207-50-3,2SH16612I9,Aminorex; Aminorexum,NC1=NCC(c2ccccc2)O1
DB08214,4-(1H-IMIDAZOL-1-YL)PHENOL,,,,Oc(cc1)ccc1-n1cncc1
DB07677,"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",,4GM3843TP6,,CC(N1)=NC(CCSC2)=C2C1=O
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",,,,CC(CN=C1N)Oc2c1scc2
DB02374,Xylose-Derived Imidazole,,,,O[C@H](Cn1c([C@@H]2O)ncc1)[C@@H]2O
DB00657,Mecamylamine,60-40-2,,Mecamylamine,CC(C)(C1CC2CC1)C2(C)NC
DB11807,Dexmecamylamine,107538-05-6,5Y1141YI4U,Dexmecamylamine,CC(C)([C@@H]1C[C@H]2CC1)[C@@]2(C)NC
DB08550,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",61563-24-4,A0EP5O913J,,Clc(ccc1c2CNCC1)c2Cl
DB07094,"1-(2,2'-bithiophen-5-yl)methanamine",,,,NCc1ccc(-c2cccs2)s1
DB05631,ALT-2074,173026-17-0,634U7OUR4R,,CC1(C)c(cccc2)c2[Se]NC1
DB04658,Calystegine B2,127414-85-1,,Calystegine B(2),O[C@H]([C@H](CC1)N[C@]1([C@@H]1O)O)[C@@H]1O
DB03409,L-Octahydroindole-2-carboxylic acid,80875-98-5,9ID44U804I,"(2S,3aS,7aS)-2-Carboxyoctahydroindole; (2S,3aS,7aS)-Octahydroindole-2-carboxylic acid; Perindopril impurity A",OC([C@H](C1)N[C@@H]2[C@H]1CCCC2)=O
DB13262,Aceclidine,827-61-2,0578K3ELIO,Aceclidina; Aceclidine; Aceclidinum,CC(OC1C(CC2)CCN2C1)=O
DB14628,Pseudosaccharin chloride,567-19-1,1AYD6UVV3F,"3-Chloro-psi-saccharin; 3-Chlorobenzo(d)isothiazole 1,1-dioxide",O=S(c1c2cccc1)(N=C2Cl)=O
DB03972,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",,,,N[C@@H](Oc1c2cccc1)S[C@H]2O
DB12287,Talsaclidine,147025-53-4,1O8VSL798T,Talsaclidine,C#CCO[C@@H]1C(CC2)CCN2C1
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,,,,O=CN(C1CCC1)C1CCCC1
DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",,FI8AN8XP0W,,Cc1cccc2c1CCNC2=O
DB04580,1-Methyl-2-quinolone,606-43-9,UQ470VV48X,,CN(c(cccc1)c1C=C1)C1=O
DB07597,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",,,,N[C@@H](CCc1c2cccc1)[C@@H]2O
DB08654,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",,,,N[C@H](CCc1c2cccc1)[C@@H]2O
DB15665,SEP-363856,1310426-33-5,3K6270MG59,,CNCC1OCCc2c1scc2
DB15933,Cloxyquin,130-16-5,BPF36H1G6S,5-Chloro-8-hydroxyquinoline; Cloxiquina; Cloxiquine; Cloxiquinum; Cloxyquin,Oc(c1ncccc11)ccc1Cl
DB02034,Tridolgosir,72741-87-8,RSY4RK37KQ,"(1S,2R,8R,8AR)-octahydro-1,2,8-indolizinetriol; Swainosine; Tridolgosir",O[C@@H](CN(CCC1)[C@H]2[C@H]1O)[C@@H]2O
DB11593,Isatoic anhydride,118-48-9,R8TFA74Y4U,"1,2-dihydro-3,1-benzoxazine-2,4-dione; 1h-benz(d)(1,3)oxazine-2,4-dione; 2,4-dioxo-1,2-dihydro-4h-3,1-benzoxazine; 2h-3,1-benzoxazine-2,4(1h)-dione; 3,1-benzoxazine-2,4(1h)-dione; Isatoic acid anhydride; N-carboxyanthranilic anhydride",O=C(c(cccc1)c1N1)OC1=O
DB04782,(S)-4-Nitrostyrene oxide,78038-42-3,,(2S)-2-(4-nitrophenyl)oxirane,[O-][N+](c1ccc([C@@H]2OC2)cc1)=O
DB04777,(R)-4-Nitrostyrene oxide,78038-43-4,,(2R)-2-(4-nitrophenyl)oxirane,[O-][N+](c1ccc([C@H]2OC2)cc1)=O
DB12418,Saccharin,81-07-2,FST467XS7D,Saccharin,O=C(c1c2cccc1)NS2(=O)=O
DB12506,Fenamole,5467-78-7,K4H264PBQ7,Fenamole; Fenamolum; PAT,Nc1nnnn1-c1ccccc1
DB03730,"3,9-Dimethyladenine",,,,Cn1c2[n+](C)cnc(N)c2nc1
DB02489,9-Methylguanine,5502-78-3,397W61ZHWY,,Cn1c(N=C(N)NC2=O)c2nc1
DB02985,8-iodo-guanine,,,,NC(Nc1c2[nH]c(I)n1)=NC2=O
DB08194,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",,AN8UFC8Y2Y,,Cc1nc(N)nc2c1CSCC2
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",,,,NC(c1cc2cccnc2s1)=[NH2+]
DB03100,6-Nitroindazole,,,,[O-][N+](c1cc2n[nH]cc2cc1)=O
DB04534,5-Nitroindazole,5401-94-5,235Y7P37ZD,5-Nitro-1H-indazole,[O-][N+](c(cc1)cc2c1[nH]nc2)=O
DB02207,7-Nitroindazole,2942-42-9,UX0N37CMVH,,[O-][N+](c1cccc2c[nH]nc12)=O
DB03780,2-Aminoquinazolin-4(3h)-One,,,,NC(N1)=Nc(cccc2)c2C1=O
DB14497,Calcium magnesium potassium carbonate chloride hydroxide,1224727-39-2,Z7R65IFU98,Alka4-complex,[O-]C([O-])=O.[OH-].[OH-].[OH-].[Mg+2].[Cl-].[K+2].[K+2].[Ca+2]
DB02078,Triglyme,112-49-2,32YXG88KK0,"1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane; 1,2-bis(2-methoxyethoxy)ethane; dimethyl ether of triethylene glycol; Glyme 4",COCCOCCOCCOC
DB11473,Metrifonate,52-68-6,DBF2DG4G2K,"(±)-Trichlorfon; 1-Hydroxy-2,2,2-trichloroethylphosphonic acid dimethyl ester; Chlorophos; Methyl chlorophos; Metrifonate; Métrifonate; Metrifonato; Metrifonatum; Trichlorfon",COP(C(C(Cl)(Cl)Cl)O)(OC)=O
DB12916,Mitolactol,10318-26-0,LJ2P1SIK8Y,Mitolactol,O[C@H](CBr)[C@@H]([C@@H]([C@H](CBr)O)O)O
DB13543,Mitobronitol,488-41-5,5UP30YED7N,Mitobronitol,O[C@H](CBr)[C@H]([C@@H]([C@@H](CBr)O)O)O
DB07387,3-(BUTYLSULPHONYL)-PROPANOIC ACID,,,,CCCCS(CCC(O)=O)(=O)=O
DB08431,"[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID",,,,CC[C@H]([C@H](C)C(C[P@@H](O)=O)=O)O
DB07912,2-OXOHEPTYLPHOSPHONIC ACID,,E9NR6YG6JA,,CCCCCC(CP(O)(O)=O)=O
DB03452,3-Trimethylsilylsuccinic Acid,,,,C[Si](C)(C)C(CC(O)=O)C(O)=O
DB01631,Methyl nonanoate,1731-84-6,7XKD6QOH68,Methyl ester nonanoic acid; Methyl n-nonanoate; Methyl nonylate; Methyl pelargonate; Pelargonic acid methyl ester,CCCCCCCCC(OC)=O
DB03600,Capric acid,334-48-5,4G9EDB6V73,1-nonanecarboxylic acid; Capric acid; Decanoic acid; n-capric acid; n-decanoic acid; n-decylic acid,CCCCCCCCCC(O)=O
DB14187,Hydroxycitronellal,107-75-5,8SQ0VA4YUR,"3,7-dimethyl-7-hydroxyoctan-1-al; 3,7-Dimethyl-7-hydroxyoctanal; 7-hydroxy-3,7-dimethyloctanal; 7-hydroxycitronellal; Citronellal hydrate; Cyclalia; Cyclosia; Fixol; hydroxy citronellal; Laurine; Lilyl aldehyde; Muguet synthetic; Muguettine principle; Oxydihydrocitronellal; Phixia",CC(CCCC(C)(C)O)CC=O
DB13712,Dixanthogen,502-55-6,RN4CQ46FDM,Dixanthogen,CCOC(SSC(OCC)=S)=S
DB03760,Dihydrolipoic Acid,462-20-4,00K1YL9Q69,,OC(CCCCC(CCS)S)=O
DB00742,Mannitol,69-65-8,3OWL53L36A,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexaol; (2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol; D-(-)-Mannitol; D-Mannitol; Manitol; Manna Sugar; Mannit; Mannite; Mannitol; Mannitolum",OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
DB01638,Sorbitol,50-70-4,506T60A25R,(−)-sorbitol; D-(−)-sorbitol; D-glucitol; D-Sorbit; D-Sorbitol; G-ol; L-Gulitol; Sorbitol,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O
DB15087,Psicose,23140-52-5,KRF88IOA7T,Allulose; DL-Psicose; Erythrohexulose; Pseudofructose,OC[C@H]([C@H]([C@H](C(CO)=O)O)O)O
DB04936,Tagatose,87-81-0,T7A20Y888Y,"(3S,4S,5R)-1,3,4,5,6-pentahydroxyhexan-2-one; D-lyxo-hex-2-ulose; D-lyxo-hexulose; D-tag; D-tagatose; keto-D-tagatose",OC[C@H]([C@@H]([C@@H](C(CO)=O)O)O)O
DB04562,Tricarballylic acid,99-14-9,RA5QH2J020,"1,2,3-propanetricarboxylic acid; 3-carboxyglutaric acid; 3-carboxypentanedioic acid; Carballylic acid; Carboxymethylsuccinic acid; β-carboxyglutaric acid",OC(CC(CC(O)=O)C(O)=O)=O
DB03489,2-Keto-3-Deoxygluconate,,KZ7RZH5BR4,,OC[C@@H]([C@H](CC(C(O)=O)=O)O)O
DB03303,3-deoxy-D-arabino-hexonic acid,29625-79-4,,3-Deoxy-arabino-hexonic acid; D-2-keto-3-deoxygluconate,OC[C@H]([C@H](C[C@@H](C(O)=O)O)O)O
DB02807,3-deoxy-D-lyxo-hexonic acid,,,D-2-keto-3-deoxygalactonate,OC[C@H]([C@@H](C[C@@H](C(O)=O)O)O)O
DB11735,Galactose,59-23-4,X2RN3Q8DNE,D-Galactose; D(+)-Galactose; Galactose,OC[C@@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O
DB01914,D-glucose,50-99-7,5SL0G7R0OK,"aldehydo-D-glucose; Anhydrous dextrose; D-Glucose in linear form; D-glucose, anhydrous; D(+)-Glucose; Dextrose anhydrous; Dextrose, anhydrous; Glucose anhydrous; Glucose, anhydrous",OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O
DB12970,Levoglucose,921-60-8,02833ISA66,L-glucose; L(-)-Glucose; Levoglucose,OC[C@@H]([C@@H]([C@H]([C@@H](C=O)O)O)O)O
DB12907,Mannose,3458-28-4,PHA4727WTP,D-mannose,OC[C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O
DB04351,Aconitate Ion,,,,[O-]C(C/C(/C([O-])=O)=C/C([O-])=O)=O
DB04093,Undecanal,112-44-7,B6P0A9PSHN,n-Undecanal; Undecanal; Undecanaldehyde; Undecyl aldehyde; Undecylaldehyde; Undecylic aldehyde,CCCCCCCCCCC=O
DB08688,2-Undecanone,112-12-9,YV5DSO8CY9,2-hendecanone; Methyl nonyl ketone; Rue ketone; Undecan-2-one,CCCCCCCCCC(C)=O
DB01236,Sevoflurane,28523-86-6,38LVP0K73A,"1,1,1,3,3,3-Hexafluoro-2-(fluoromethoxy)propane; Sevofluran; Sevoflurane; Sevoflurano; Sevofluranum",FCOC(C(F)(F)F)C(F)(F)F
DB04279,3-Isopropylmalic Acid,,29405QVM5W,,CC(C)C(C(C(O)=O)O)C(O)=O
DB15107,Fludeoxyglucose,29702-43-0,ZO2JV75L55,,OC[C@H]([C@H]([C@@H]([C@H](C=O)F)O)O)O
DB09502,Fludeoxyglucose (18F),63503-12-8,0Z5B2CJX4D,"(18F)-FDG; 18-F FDG; 18F-FDG; Fludeoxyglucose (18F); Fludeoxyglucose F 18; Fludeoxyglucose F-18; Fludeoxyglucose, F-18; Fluorine (18F) fludeoxyglucose",OC[C@@H]([C@@H]([C@H]([C@@H](C=O)[18F])O)O)O
DB04317,"3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid",,,,OC(C(CP(O)(O)=O)=C(Cl)Cl)=O
DB04321,N-Hexylphosphonate Ethyl Ester,,,,CCCCCC[P@](O)(OCC)=O
DB01679,Propyl Trihydrogen Diphosphate,,,,CCCO[P@@](O)(OP(O)(O)=O)=O
DB03937,D-erythrose 4-phosphate,585-18-2,2156QF7O8M,4-O-phosphono-D-erythrose; Erythose-4-phosphate,O[C@@H](COP(O)(O)=O)[C@@H](C=O)O
DB03639,1-Guanidinium-7-Aminoheptane,,,,NCCCCCCCNC(N)N
DB04380,Allantoate,,,bis[(aminocarbonyl)amino]acetate; diureido-acetate; diureidoacetate,NC(NC(C([O-])=O)NC(N)=O)=O
DB00125,Arginine,74-79-3,94ZLA3W45F,(2S)-2-amino-5-(carbamimidamido)pentanoic acid; (2S)-2-amino-5-guanidinopentanoic acid; (S)-2-amino-5-guanidinopentanoic acid; (S)-2-Amino-5-guanidinovaleric acid; Arg; Arginina; Arginine; L-(+)-Arginine; L-Arg; L-Arginin; L-arginine; R,NC(CCCNC(N)=N)C(O)=O
DB04027,D-arginine,157-06-2,R54Z304Z7C,(2R)-2-amino-5-(carbamimidamido)pentanoic acid; (2R)-2-amino-5-guanidinopentanoic acid; (R)-2-amino-5-guanidinopentanoic acid; D-2-Amino-5-guanidinovaleric acid; D-Arginin,NC(CCCNC(N)=N)C(O)=O
