smiles,LogD,MW,PSA
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.55,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.71,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.41,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.68,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.12,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.83,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,0.60,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-1.93,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.81,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.81,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.27,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.84,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.40,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-0.00,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.70,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.94,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.81,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.09,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.88,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-1.06,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.45,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.78,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.25,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.56,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.61,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.62,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<0.35,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.03,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.85,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<0.85,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.04,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.53,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.20,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.90,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-1.63,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.64,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.96,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-1.80,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.26,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.72,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.49,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.65,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,0.80,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.56,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.80,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.03,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.76,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.56,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,0.15,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.22,325.9892883,43.6000023
o1ncnc1c2cccnc2,<0.97,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.45,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.59,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-0.33,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.96,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.30,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.62,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.61,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.30,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.27,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-0.11,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.14,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.64,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.40,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>0.62,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.01,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.02,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.18,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-1.15,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.31,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.52,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.88,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,0.39,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.82,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-1.76,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.24,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>0.52,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-1.93,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.16,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.53,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.53,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.96,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.93,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.02,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.08,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.54,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.97,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-0.69,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.06,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.10,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.16,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.40,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.11,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.22,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.28,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.04,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-1.01,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.85,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.86,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.04,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.55,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.62,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.13,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.34,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<0.49,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.72,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-0.20,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-0.10,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,0.70,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.01,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.81,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-2.00,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.41,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.06,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.18,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.22,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.00,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.45,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-1.97,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.22,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-0.08,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.54,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.10,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.37,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-1.25,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.13,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,0.63,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-0.71,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.30,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.81,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-1.02,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.05,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.38,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.72,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.65,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.34,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>0.67,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-1.62,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.45,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-1.22,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.31,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.06,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.81,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.30,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.82,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.50,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.13,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.47,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.68,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.18,325.9892883,43.6000023
o1ncnc1c2cccnc2,-0.88,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-0.09,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.79,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.60,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.45,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.05,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.18,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.37,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<0.97,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.75,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>0.58,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-0.61,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,0.63,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.77,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.04,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-1.93,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.44,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.54,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.45,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-1.08,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.72,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.20,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-0.38,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.46,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,0.82,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.18,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.92,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.83,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.18,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-0.45,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-1.07,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-1.65,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<0.82,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,0.53,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.34,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-1.20,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.10,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.02,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.76,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-0.28,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.96,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-0.23,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,0.79,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-0.26,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.54,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.25,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>0.50,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.15,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.01,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.92,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<0.15,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.67,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-1.03,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.22,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.62,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.95,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.93,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.11,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.02,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.77,325.9892883,43.6000023
o1ncnc1c2cccnc2,-1.43,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-1.99,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.24,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.35,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.30,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.57,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.86,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.24,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.45,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-0.89,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>0.90,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.93,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.26,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-0.46,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<0.42,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.92,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.41,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.55,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.19,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.35,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.79,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.55,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>0.59,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.89,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.89,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.62,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.56,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.62,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-1.59,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.24,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.03,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.24,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.57,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.46,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>0.08,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.42,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.34,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.16,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-1.12,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-0.31,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.73,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.01,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-0.02,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.74,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.58,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.72,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.37,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-1.52,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.60,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.65,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.55,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.29,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.66,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.93,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.49,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.82,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.20,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.08,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.80,303.0742798,97.9899979
