smiles,CHEMBL_ID,pIC50,pIC50_true
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(CN(C)C)c5)nc34)CC2)no1,CHEMBL2203773,7.27,7.27
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(CN6CCOCC6)c5)nc34)CC2)no1,CHEMBL2203774,7.33,7.33
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(N6CCN(C)CC6)c5)nc34)CC2)no1,CHEMBL2203775,7.58,7.58
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,CHEMBL2205766,5.0,5.0
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4nonc4C)CC3)c(Cl)cnc2[nH]1,CHEMBL2207499,NA,8.22
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ncon4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207500,7.4,7.4
Cc1nc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cn(C)nc5C)nc34)CC2)no1,CHEMBL2207501,NA,7.28
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ncn(C)n4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207502,NA,7.03
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207503,7.42,7.42
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4cncnc4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207504,7.66,7.66
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4cnccn4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207505,7.57,7.57
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5cncn5C)nc34)CC2)no1,CHEMBL2207506,7.82,7.82
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5nccn5C)nc34)CC2)no1,CHEMBL2207507,NA,6.25
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccoc5)nc34)CC2)no1,CHEMBL2207508,NA,7.17
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5nc(C)oc5C)nc34)CC2)no1,CHEMBL2207509,5.66,5.66
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cc(C)on5)nc34)CC2)no1,CHEMBL2207510,6.36,6.36
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5csnn5)nc34)CC2)no1,CHEMBL2207511,6.22,6.22
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccn(C)n5)nc34)CC2)no1,CHEMBL2207512,6.93,6.93
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccnn5C)nc34)CC2)no1,CHEMBL2207513,NA,6.83
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(C)c5)nc34)CC2)no1,CHEMBL2207514,7.35,7.35
CCn1cc(-c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Cl)cnc3[nH]2)cn1,CHEMBL2207515,7.39,7.39
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(C(C)C)c5)nc34)CC2)no1,CHEMBL2207516,NA,7.46
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(CC(F)F)c5)nc34)CC2)no1,CHEMBL2207517,7.35,7.35
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cn(C)nc5C)nc34)CC2)no1,CHEMBL2207518,NA,7.89
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,CHEMBL223147,NA,7.1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,CHEMBL223360,6.12,6.12
O=C1NCCc2[nH]c(-c3ccncc3)cc21,CHEMBL225519,5.0,5.0
O=[N+]([O-])c1ccc2c(c1)[n+]([O-])c1c3ccccc3[nH]c1[n+]2[O-],CHEMBL2297164,5.301029995663981,5.301029995663981
O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,CHEMBL2312303,4.522878745280337,4.522878745280337
O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,CHEMBL2312304,4.522878745280337,4.522878745280337
COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,CHEMBL2312645,NA,4.52
CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,CHEMBL2312646,4.52,4.52
CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,CHEMBL2312649,4.52,4.52
CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,CHEMBL2312652,4.52,4.52
Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,CHEMBL2312654,5.81,5.81
c1cc2c(ncc3cnc(C4CCCCC4)n32)[nH]1,CHEMBL2322134,6.57,6.57
c1cc2c(ncc3[nH]nc(C4CCCCC4)c32)[nH]1,CHEMBL2322135,6.89,6.89
Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,CHEMBL2322136,6.47,6.47
c1cc2c(ncc3onc(C4CCCCC4)c32)[nH]1,CHEMBL2322137,NA,6.24
c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,CHEMBL2322138,NA,6.13
FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,CHEMBL2322139,5.37,5.37
c1cc2c3c(cnc2[nH]1)CCCN3C1CCCCC1,CHEMBL2322140,5.5,5.5
c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1,CHEMBL2322141,NA,4.82
c1cc2c(ncc3ncc(C4CCCCC4)n32)[nH]1,CHEMBL2322142,NA,7.4
c1cc2c(ncc3ccc(C4CCCCC4)n32)[nH]1,CHEMBL2322143,NA,7.52
O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,CHEMBL2332840,5.0,5.0
O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,CHEMBL2333163,NA,5.58
O=C1NCCc2ccc(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,CHEMBL2333164,NA,5.89
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,CHEMBL2333365,5.0,5.0
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,CHEMBL2348996,NA,6.44
CN(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,CHEMBL235232,5.37,5.37
CN(C)c1cccc(-c2nc3cccnc3[nH]2)c1,CHEMBL235450,5.0,5.0
COc1ccc(-c2nc3cccnc3[nH]2)cc1,CHEMBL235451,NA,5.18
COc1cccc(-c2nc3cccnc3[nH]2)c1,CHEMBL235452,4.8,4.8
COc1cc2ncnc(N3CCN(CCc4ccccc4)CC3)c2cc1OC,CHEMBL236277,NA,4.12
COc1cc2ncnc(N3CCN(CC(=O)N4CCCC4)CC3)c2cc1OC,CHEMBL236279,4.01,4.01
COc1cc2ncnc(N3CCN(CC(=O)N(C)c4ccccc4)CC3)c2cc1OC,CHEMBL236485,NA,4.78
COc1cc2ncnc(N3CCN(Cc4ccc(F)cc4)CC3)c2cc1OC,CHEMBL236487,4.4,4.4
COc1cc2ncnc(N3CCN(CCOc4ccccc4)CC3)c2cc1OC,CHEMBL236691,4.46,4.46
COc1cc2ncnc(N3CCN(C(C)c4ccccc4)CC3)c2cc1OC,CHEMBL236693,NA,4.6
CN(C)c1ccc(-c2nc3cc(Cl)cnc3[nH]2)cc1,CHEMBL236694,NA,6.24
CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,CHEMBL236789,4.301029995663981,4.301029995663981
COc1ccccc1-c1nc2ccc[nH]c-2n1,CHEMBL236937,NA,4.54
c1cnc2[nH]c(-c3ccc(N4CCCC4)cc3)nc2c1,CHEMBL236938,5.34,5.34
c1cnc2[nH]c(-c3ccc(C4CCCCN4)cc3)nc2c1,CHEMBL237142,NA,5.36
CN(C)c1ccc(-c2nc3cc(C(F)(F)F)cnc3[nH]2)cc1,CHEMBL237144,6.13,6.13
Cc1cnc2[nH]c(-c3ccc(N(C)C)cc3)nc2c1,CHEMBL237145,NA,5.16
CN(C)c1ccc(-c2nc3cc(-c4cccc(O)c4)cnc3[nH]2)cc1,CHEMBL237361,NA,4.75
CN(C)c1ccc(-c2nc3c(Cl)ccnc3[nH]2)cc1,CHEMBL237369,5.62,5.62
CN(C)c1ccc(-c2nc3c(Cl)c(Cl)cnc3[nH]2)cc1,CHEMBL237573,6.6,6.6
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,CHEMBL2380823,8.05,8.05
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,CHEMBL2380824,8.4,8.4
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,CHEMBL2380825,NA,8.15
Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,CHEMBL2380826,NA,8.52
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,CHEMBL2380827,8.4,8.4
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1,CHEMBL2380828,7.57,7.57
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F,CHEMBL2380829,8.7,8.7
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,CHEMBL2380830,NA,8.7
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,CHEMBL2380831,8.3,8.3
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,CHEMBL2380832,8.15,8.15
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,CHEMBL2380833,8.15,8.15
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,CHEMBL2380834,9.52,9.52
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,CHEMBL2380835,8.15,8.15
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1F,CHEMBL2380836,8.05,8.05
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(C(F)(F)F)c1,CHEMBL2380837,8.05,8.05
COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,CHEMBL2380838,8.52,8.52
COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,CHEMBL2380839,8.15,8.15
O=c1[nH]c2nccc(Cl)c2c2ccccc12,CHEMBL2380840,NA,5.52
Nc1ccnc2[nH]c(=O)c3ccccc3c12,CHEMBL2380841,5.52,5.52
O=c1[nH]c2nccc(Nc3ccccc3)c2c2ccccc12,CHEMBL2380842,5.99,5.99
Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,CHEMBL2380843,5.94,5.94
CNc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,CHEMBL2380844,6.33,6.33
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,CHEMBL2380845,8.4,8.4
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,CHEMBL2380846,NA,7.16
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)nc1)c1ccccc1,CHEMBL2380847,6.21,6.21
O=C(Nc1ncc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,CHEMBL2380848,7.06,7.06
C=CCn1c(C)nc2ccc(Nc3nc(N4CCN(C)CC4)nc4ccccc34)cc21,CHEMBL2382219,7.46,7.46
Cc1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,CHEMBL2386788,6.92,6.92
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5cc(C(C)(C)C)on5)cc4)n[nH]3)cc2)CC1,CHEMBL2386789,7.28,7.28
Cc1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2C)no1,CHEMBL2386790,6.6,6.6
Cc1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2Cl)no1,CHEMBL2386791,6.22,6.22
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCCC5)cc4)[nH]n3)cc2)no1,CHEMBL2386792,7.33,7.33
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1,CHEMBL2386793,NA,6.8
CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5cc(C(C)(C)C)on5)cc4)n[nH]3)cc2)CC1,CHEMBL2386794,6.8,6.8
Cc1cc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)ccc1NC(=O)Nc1cc(C(C)(C)C)on1,CHEMBL2386795,7.16,7.16
Cc1cc(-c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)[nH]n2)ccc1NC(=O)Nc1cc(C(C)(C)C)on1,CHEMBL2386796,NA,7.14
O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)Nc1ccccc1,CHEMBL2386797,6.12,6.12
CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)Nc5ccccc5)cc4)n[nH]3)cc2)CC1,CHEMBL2386798,6.0,6.0
O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)Nc1ccc(F)cc1,CHEMBL2386799,6.0,6.0
O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)Nc1ccc(Cl)cc1,CHEMBL2386800,NA,6.0
Cc1cc(NC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,CHEMBL2386801,6.03,6.03
CC(C)(C)c1cc(NC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1,CHEMBL2386802,6.0,6.0
CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)Nc5cc(C(C)(C)C)on5)cc4)n[nH]3)cc2)CC1,CHEMBL2386803,NA,6.0
Cc1nc(Nc2cc(-c3ccc(NC(=O)Nc4ccccc4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,CHEMBL2386804,NA,6.3
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,CHEMBL2386805,6.5,6.5
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C(C)(C)C)on4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,CHEMBL2386806,6.92,6.92
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,CHEMBL2386807,NA,7.01
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C(C)(C)C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,CHEMBL2386808,6.31,6.31
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C(C)(C)C)on4)cc3)n[nH]2)cc(N2CCNCC2)n1,CHEMBL2386809,6.15,6.15
Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cccc(Cl)c4)cc3)n[nH]2)cc(N2CCNCC2)n1,CHEMBL2386810,6.1,6.1
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5ccccc5)cc4)n[nH]3)cc2)CC1,CHEMBL2386812,NA,6.48
CCNC(=O)Nc1ccc(-c2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)[nH]n2)cc1,CHEMBL2386813,6.0,6.0
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)NC5CC5)cc4)n[nH]3)cc2)CC1,CHEMBL2386814,NA,6.0
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)N5CCCC5)cc4)n[nH]3)cc2)CC1,CHEMBL2386815,6.0,6.0
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5ccccn5)cc4)n[nH]3)cc2)CC1,CHEMBL2386816,6.21,6.21
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5cccnc5)cc4)n[nH]3)cc2)CC1,CHEMBL2386817,NA,6.52
Cc1cnc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)s1,CHEMBL2386818,7.19,7.19
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,CHEMBL2390958,NA,4.0
N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,CHEMBL2391098,NA,4.0
c1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,CHEMBL2391099,NA,4.0
CC(=O)Nc1cc(-c2nnc(SCc3ccccc3)o2)ccn1,CHEMBL2391100,NA,4.22
CC(=O)Nc1cc(-c2nnc(SCc3cccc(C#N)c3)o2)ccn1,CHEMBL2391101,NA,4.0
CC(=O)Nc1cc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)ccn1,CHEMBL2391102,4.0,4.0
Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,CHEMBL2391117,4.0,4.0
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c(C#N)c1,CHEMBL2391118,4.35,4.35
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,CHEMBL2391119,4.4,4.4
O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,CHEMBL2391120,NA,4.0
N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,CHEMBL2391121,NA,4.0
O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,CHEMBL2391122,4.0,4.0
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,CHEMBL2391123,4.0,4.0
Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,CHEMBL2391124,NA,4.0
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,CHEMBL2391125,4.0,4.0
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,CHEMBL2391126,4.0,4.0
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,CHEMBL2391127,NA,4.3
O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,CHEMBL2391128,4.0,4.0
O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,CHEMBL2391129,4.0,4.0
N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,CHEMBL2391130,4.0,4.0
COc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,CHEMBL2391131,4.0,4.0
N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)c1,CHEMBL2391132,4.22,4.22
O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,CHEMBL2391133,NA,5.3
Cc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,CHEMBL2392101,NA,7.16
CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,CHEMBL2392102,7.14,7.14
O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCOCC5)ccc4[nH]3)n2)cc1)C1CC1,CHEMBL2392103,6.67,6.67
O=C(Nc1ccc(Sc2nc(Cl)cc(Nc3c[nH]nc3-c3nc4cc(CN5CCCCC5)ccc4[nH]3)n2)cc1)C1CC1,CHEMBL2392104,6.9,6.9
Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(C)n3)nc2c1,CHEMBL2392105,7.04,7.04
CSc1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(C)ccc3[nH]2)n1,CHEMBL2392106,6.49,6.49
Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,CHEMBL2392107,NA,5.95
CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(SC)n3)nc2c1,CHEMBL2392109,7.07,7.07
CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(Sc4ccc(NC(=O)C5CC5)cc4)n3)nc2c1,CHEMBL2392110,6.6,6.6
CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,CHEMBL2392111,NA,7.54
Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,CHEMBL2392112,7.35,7.35
CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,CHEMBL2392113,NA,7.11
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCCC5)cc4)cc23)cc1,CHEMBL2398638,7.31,7.31
CN1CCN(CCOc2ccc(-c3cc4c(NCCc5ccc(NC(=O)Nc6ccccc6)cc5)ncnc4o3)cc2)CC1,CHEMBL2398639,7.31,7.31
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCOCC5)cc4)cc23)cc1,CHEMBL2398640,7.3,7.3
CCN(CCO)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,CHEMBL2398641,7.0,7.0
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCC(O)CC5)cc4)cc23)cc1,CHEMBL2398642,7.39,7.39
CN(C)CCCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,CHEMBL2398643,7.21,7.21
CN(C)CCOc1cccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)c1,CHEMBL2398644,NA,7.1
O=C(Nc1ccccc1)Nc1cccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)c1,CHEMBL2398645,5.0,5.0
O=C(Nc1ccccc1)Nc1ccc(Nc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398646,NA,6.7
O=C(Nc1ccccc1)Nc1ccc(CNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398647,6.07,6.07
O=C(Nc1ccccc1)Nc1ccc(CCCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398648,5.0,5.0
O=C(NCc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398649,6.8,6.8
NC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398650,6.03,6.03
CNC(=O)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398651,NA,6.69
O=C(Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1)NC1CCCCC1,CHEMBL2398652,6.85,6.85
COc1ccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(-c5ccccc5)c34)cc2)cc1,CHEMBL2398653,NA,6.43
O=C(Nc1ccc(F)cc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL2398654,6.91,6.91
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)cc23)cc1,CHEMBL2398655,NA,6.85
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3occ(-c4ccccc4)c23)cc1,CHEMBL2398656,6.47,6.47
CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,CHEMBL2398657,7.62,7.62
CCN(CC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,CHEMBL2398658,NA,7.75
CCCCN(CCCC)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,CHEMBL2398659,NA,6.91
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCCN5CCCC5)cc4)cc23)cc1,CHEMBL2398660,NA,6.97
COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,CHEMBL2407900,NA,6.43
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,CHEMBL2409775,NA,6.92
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,CHEMBL2409778,NA,5.27
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c2)n(C)n1,CHEMBL2409779,6.77,6.77
