Hit,Target
1348314,TRG-32
1348315,TRG-41
1348315,TRG-39
1348581,TRG-62
1348581,TRG-66
1348581,TRG-35
1348318,TRG-0
1348318,TRG-86
1348318,TRG-58
1348318,TRG-36
1348318,TRG-91
1348319,TRG-63
1348319,TRG-77
1348319,TRG-95
1348319,TRG-86
1348319,TRG-69
1348320,TRG-56
1348320,TRG-71
1348320,TRG-36
1348321,TRG-2
1348321,TRG-81
1348321,TRG-76
1348321,TRG-2
1348322,TRG-43
1348322,TRG-63
1348323,TRG-74
1348323,TRG-47
1348324,TRG-72
1348325,TRG-95
1348325,TRG-62
1348325,TRG-58
1348325,TRG-83
1348325,TRG-44
1348325,TRG-43
1348326,TRG-36
1348327,TRG-66
1348327,TRG-93
1348327,TRG-37
1348327,TRG-93
1348327,TRG-69
1348327,TRG-87
1348327,TRG-75
1348328,TRG-5
1348328,TRG-13
1348328,TRG-29
1348328,TRG-80
1348328,TRG-1
1348328,TRG-7
1348329,TRG-36
1348329,TRG-37
1348329,TRG-37
1348329,TRG-41
1348329,TRG-71
1348329,TRG-4
1348329,TRG-2
1348330,TRG-20
1348330,TRG-45
1348332,TRG-20
1348332,TRG-79
1348332,TRG-54
1348332,TRG-95
1348332,TRG-96
1348355,TRG-23
1348355,TRG-37
1348334,TRG-25
1348335,TRG-73
1348335,TRG-28
1348335,TRG-20
1348335,TRG-19
1348336,TRG-84
1348337,TRG-47
1348339,TRG-28
1348339,TRG-37
1348340,TRG-12
1348340,TRG-24
1348340,TRG-92
1348340,TRG-12
1348340,TRG-42
1348340,TRG-40
1348341,TRG-6
1348341,TRG-86
1348341,TRG-41
1348341,TRG-13
1348341,TRG-23
1348341,TRG-41
1348342,TRG-50
1348342,TRG-30
1348343,TRG-44
1348343,TRG-32
1348343,TRG-56
1348343,TRG-29
1348344,TRG-92
1348344,TRG-32
1348344,TRG-24
1348345,TRG-38
1348346,TRG-34
1348346,TRG-74
1348346,TRG-78
1348346,TRG-27
1348346,TRG-27
1348346,TRG-81
1348346,TRG-0
1348347,TRG-79
1348347,TRG-14
1348347,TRG-14
1348347,TRG-12
1348347,TRG-16
1348347,TRG-68
1348348,TRG-47
1348348,TRG-4
1348349,TRG-18
1348349,TRG-12
1348350,TRG-44
1348350,TRG-66
1348350,TRG-98
1348350,TRG-0
1348350,TRG-84
1348351,TRG-63
1348351,TRG-1
1348351,TRG-86
1348351,TRG-86
1348351,TRG-39
1348351,TRG-80
1348351,TRG-67
1348352,TRG-68
1348352,TRG-77
1348352,TRG-87
1348352,TRG-37
1348352,TRG-20
1348352,TRG-0
1348352,TRG-99
1348353,TRG-30
1362810,TRG-73
1362810,TRG-59
1362810,TRG-47
1362810,TRG-5
1362810,TRG-84
1362810,TRG-43
1362810,TRG-99
1348358,TRG-38
1348358,TRG-8
1348358,TRG-66
1348358,TRG-1
1348358,TRG-56
1348358,TRG-27
1348360,TRG-44
1348360,TRG-58
1348360,TRG-72
1348360,TRG-87
1348360,TRG-17
1348360,TRG-6
1348360,TRG-14
1348361,TRG-59
1348361,TRG-98
1348361,TRG-0
1348361,TRG-70
1348361,TRG-76
1348362,TRG-20
1348362,TRG-21
1348362,TRG-63
1348362,TRG-26
1348362,TRG-18
1348362,TRG-47
1348362,TRG-95
1348363,TRG-51
1348363,TRG-77
1348363,TRG-56
1348364,TRG-85
1348364,TRG-77
1348364,TRG-89
1348364,TRG-67
1348364,TRG-73
1348365,TRG-58
1348366,TRG-49
1348366,TRG-31
1348366,TRG-38
1348368,TRG-65
1348368,TRG-88
1348368,TRG-41
1348369,TRG-43
1348369,TRG-86
1348369,TRG-26
1348369,TRG-82
1348370,TRG-60
1348370,TRG-21
1348370,TRG-80
1348370,TRG-84
1348371,TRG-49
1348371,TRG-30
1348371,TRG-82
1348371,TRG-13
1348371,TRG-54
1348371,TRG-83
1348372,TRG-33
1348372,TRG-42
1348373,TRG-77
1348373,TRG-49
1348373,TRG-43
1348373,TRG-99
1348373,TRG-6
1348373,TRG-3
1348373,TRG-36
1348373,TRG-94
1348373,TRG-44
1348374,TRG-83
1348374,TRG-39
1348376,TRG-96
1348377,TRG-11
1348377,TRG-6
1348378,TRG-46
1348378,TRG-60
1348378,TRG-59
1348379,TRG-62
1348379,TRG-8
1348379,TRG-47
1348379,TRG-66
1348379,TRG-98
1348379,TRG-28
1348379,TRG-28
1348379,TRG-1
1348379,TRG-65
1348380,TRG-27
1348380,TRG-9
1348380,TRG-32
1348381,TRG-59
1348382,TRG-14
1348383,TRG-70
1348383,TRG-30
1348383,TRG-10
1348383,TRG-94
1348383,TRG-16
1348383,TRG-76
1348383,TRG-78
1348383,TRG-55
1348384,TRG-13
1348384,TRG-60
1348384,TRG-92
1348384,TRG-98
1348384,TRG-1
1348384,TRG-4
1348384,TRG-51
1348384,TRG-88
1348443,TRG-82
1348443,TRG-12
1348443,TRG-17
1348443,TRG-91
1348443,TRG-81
1348385,TRG-92
1348385,TRG-12
1348386,TRG-0
1348386,TRG-46
1348387,TRG-65
1348387,TRG-55
1348387,TRG-84
1348387,TRG-15
1348388,TRG-79
1348388,TRG-91
1348388,TRG-17
1348388,TRG-62
1348388,TRG-99
1348388,TRG-31
1348388,TRG-85
1348388,TRG-6
1348388,TRG-76
1348389,TRG-43
1348389,TRG-93
1348389,TRG-21
1348450,TRG-5
1348390,TRG-42
1348390,TRG-53
1348390,TRG-70
1348390,TRG-92
1348390,TRG-65
1348390,TRG-52
1348391,TRG-32
1348391,TRG-98
1348392,TRG-66
1348392,TRG-33
1348392,TRG-81
1348392,TRG-59
1348393,TRG-72
1348393,TRG-73
1348393,TRG-88
1348393,TRG-85
1348393,TRG-42
1348393,TRG-85
1348393,TRG-90
1348393,TRG-28
1348394,TRG-33
1348394,TRG-39
1348394,TRG-15
1348394,TRG-98
1348394,TRG-7
1348394,TRG-8
1348394,TRG-95
1348394,TRG-57
1348394,TRG-47
1348395,TRG-89
1348395,TRG-0
1348395,TRG-94
1348395,TRG-0
1348395,TRG-70
1348395,TRG-45
1348395,TRG-54
1348396,TRG-94
1348396,TRG-65
1348396,TRG-44
1348396,TRG-79
1348396,TRG-7
1348397,TRG-50
1348397,TRG-53
1348397,TRG-60
1348398,TRG-39
1348398,TRG-42
1348398,TRG-60
1348398,TRG-41
1348398,TRG-49
1348398,TRG-80
1348398,TRG-67
1348398,TRG-38
1348399,TRG-63
1348399,TRG-0
1348399,TRG-75
1348399,TRG-71
1348399,TRG-32
1348399,TRG-65
1348399,TRG-82
1348399,TRG-18
1348400,TRG-53
1348400,TRG-17
1348400,TRG-0
1348400,TRG-26
1348400,TRG-4
1348400,TRG-56
1348400,TRG-20
1348401,TRG-7
1348401,TRG-98
1348401,TRG-4
1348401,TRG-35
1348401,TRG-87
1348401,TRG-1
1348402,TRG-13
1348403,TRG-20
1348403,TRG-93
1348405,TRG-16
1348405,TRG-19
1348405,TRG-70
1348405,TRG-14
1348405,TRG-5
1348405,TRG-83
1348405,TRG-59
1348405,TRG-24
1348406,TRG-93
1348406,TRG-22
1348406,TRG-89
1348406,TRG-65
1348408,TRG-96
1348408,TRG-94
1348408,TRG-30
1348408,TRG-0
1348408,TRG-23
1348452,TRG-37
1348452,TRG-34
1348452,TRG-29
1348452,TRG-84
1348452,TRG-40
1348452,TRG-36
1348409,TRG-7
1348409,TRG-81
1348409,TRG-99
1348409,TRG-15
1348409,TRG-71
1348410,TRG-67
1348410,TRG-64
1348410,TRG-48
1348411,TRG-28
1348411,TRG-60
1348412,TRG-95
1348412,TRG-91
1348412,TRG-61
1348412,TRG-14
1348412,TRG-23
1348412,TRG-36
1348412,TRG-76
1348453,TRG-29
1348453,TRG-78
1348453,TRG-82
1348413,TRG-78
1348413,TRG-41
1348413,TRG-27
1348413,TRG-66
1348413,TRG-33
1348413,TRG-53
1348413,TRG-59
1348413,TRG-30
1348413,TRG-74
1348414,TRG-4
1348415,TRG-78
1348415,TRG-10
1348415,TRG-84
1348415,TRG-34
1348415,TRG-12
1348415,TRG-9
1348415,TRG-25
1348415,TRG-66
1348415,TRG-64
1348416,TRG-21
1348416,TRG-58
1348416,TRG-92
1348416,TRG-0
1348416,TRG-25
1348416,TRG-42
1348416,TRG-47
1348417,TRG-48
1348417,TRG-53
1348417,TRG-12
1348417,TRG-11
1348417,TRG-77
1348417,TRG-39
1348417,TRG-46
1348418,TRG-53
1348419,TRG-47
1348419,TRG-77
1348419,TRG-41
1348419,TRG-45
1348419,TRG-41
1348419,TRG-11
1348419,TRG-52
1348419,TRG-82
1348419,TRG-35
1348420,TRG-1
1348420,TRG-36
1348420,TRG-7
1348420,TRG-27
1348420,TRG-26
1348420,TRG-43
1348420,TRG-73
1348420,TRG-90
1348420,TRG-7
1348530,TRG-76
1348530,TRG-45
1348530,TRG-15
1348530,TRG-15
1348530,TRG-58
1348530,TRG-19
1348421,TRG-58
1348421,TRG-88
1348421,TRG-18
1348421,TRG-96
1348421,TRG-44
1348424,TRG-35
1348424,TRG-31
1348424,TRG-73
1363481,TRG-31
1363481,TRG-30
1363481,TRG-37
1363481,TRG-33
1363481,TRG-87
1363481,TRG-26
1363481,TRG-64
1363481,TRG-28
1363481,TRG-39
1348426,TRG-78
1348426,TRG-58
1348426,TRG-83
1348426,TRG-90
1348426,TRG-53
1348427,TRG-87
1348427,TRG-25
1348427,TRG-25
1348427,TRG-82
1348427,TRG-76
1348427,TRG-29
1348428,TRG-26
1348428,TRG-11
1348428,TRG-11
1348429,TRG-76
1348429,TRG-13
1348429,TRG-69
1348429,TRG-58
1348429,TRG-58
1348429,TRG-30
1348430,TRG-43
1348430,TRG-98
1348430,TRG-11
1348430,TRG-31
1348431,TRG-28
1348431,TRG-27
1348431,TRG-16
1348431,TRG-44
1348431,TRG-26
1348431,TRG-65
1348431,TRG-99
1348431,TRG-62
1348431,TRG-15
1348432,TRG-56
1348432,TRG-80
1348432,TRG-6
1348432,TRG-52
1348432,TRG-12
1348433,TRG-77
1348433,TRG-88
1348433,TRG-1
1348433,TRG-32
1348433,TRG-10
1348433,TRG-10
1348433,TRG-26
1348433,TRG-35
1348434,TRG-75
1348434,TRG-62
1348434,TRG-65
1348434,TRG-10
1348434,TRG-43
1348434,TRG-66
1348435,TRG-44
1348435,TRG-52
1348435,TRG-13
1348436,TRG-49
1348436,TRG-63
1348436,TRG-0
1348436,TRG-46
1348436,TRG-42
1348436,TRG-82
1348436,TRG-33
1348436,TRG-66
1348436,TRG-72
1348437,TRG-54
1348437,TRG-24
1348437,TRG-21
1348437,TRG-63
1348437,TRG-43
1348437,TRG-40
1348438,TRG-71
1348438,TRG-4
1348438,TRG-5
1348438,TRG-89
1348438,TRG-2
1348438,TRG-30
1348439,TRG-48
1348439,TRG-50
1348440,TRG-23
1348440,TRG-73
1348440,TRG-16
1348440,TRG-94
1348441,TRG-35
1348441,TRG-47
1348441,TRG-97
1348441,TRG-72
1348441,TRG-26
1348441,TRG-47
1348441,TRG-19
1348442,TRG-57
1348442,TRG-83
1348442,TRG-48
1348442,TRG-83
1348442,TRG-40
1348442,TRG-92
1348442,TRG-29
1348539,TRG-53
1348539,TRG-33
1348539,TRG-41
1348539,TRG-9
1348539,TRG-70
1348539,TRG-58
1348539,TRG-59
1348539,TRG-3
1348539,TRG-87
1348444,TRG-90
1348444,TRG-80
1348444,TRG-20
1348444,TRG-85
1348444,TRG-75
1348444,TRG-73
1348444,TRG-43
1348444,TRG-62
1348444,TRG-83
1348445,TRG-22
1348445,TRG-98
1348445,TRG-89
1348445,TRG-87
1348445,TRG-61
1348445,TRG-95
1348445,TRG-69
1348446,TRG-76
1348446,TRG-91
1348446,TRG-8
1348446,TRG-28
1348446,TRG-56
1348448,TRG-1
1348448,TRG-12
1348448,TRG-92
1348448,TRG-40
1348448,TRG-38
1348448,TRG-0
1348449,TRG-19
1348449,TRG-8
1348449,TRG-94
1348449,TRG-5
1348449,TRG-35
1348449,TRG-54
1348455,TRG-47
1348455,TRG-16
1348455,TRG-37
1348455,TRG-2
1348456,TRG-61
1348456,TRG-40
1348457,TRG-83
1348457,TRG-85
1348457,TRG-56
1348457,TRG-35
1348457,TRG-95
1348457,TRG-38
1348457,TRG-6
1348457,TRG-46
1348458,TRG-34
1348459,TRG-81
1348459,TRG-18
1348459,TRG-40
1348460,TRG-55
1348460,TRG-52
1348460,TRG-57
1348460,TRG-12
1348460,TRG-45
1348460,TRG-84
1348460,TRG-2
1348460,TRG-32
1348460,TRG-52
1348560,TRG-75
1348560,TRG-25
1348560,TRG-7
1348560,TRG-0
1348560,TRG-91
1348560,TRG-51
1348560,TRG-52
1348560,TRG-59
1348560,TRG-74
1348461,TRG-7
1348461,TRG-87
1348462,TRG-28
1348463,TRG-64
1348463,TRG-70
1348463,TRG-83
1348463,TRG-76
1348463,TRG-28
1348464,TRG-80
1348464,TRG-89
1348464,TRG-62
1348464,TRG-48
1348464,TRG-9
1348464,TRG-22
1348465,TRG-70
1348465,TRG-25
1348465,TRG-55
1348466,TRG-97
1348466,TRG-78
1348466,TRG-65
1348466,TRG-86
1348466,TRG-80
1348466,TRG-70
1348467,TRG-41
1348467,TRG-54
1348467,TRG-14
1348467,TRG-77
1348467,TRG-8
1348467,TRG-64
1348467,TRG-55
1348468,TRG-72
1348468,TRG-32
1348468,TRG-97
1348468,TRG-45
1348469,TRG-15
1348471,TRG-58
1348471,TRG-52
1348471,TRG-83
1348471,TRG-64
1348471,TRG-87
1348471,TRG-1
1348471,TRG-54
1348471,TRG-68
1348480,TRG-49
1348480,TRG-82
1348480,TRG-57
1348480,TRG-52
1348480,TRG-8
1348480,TRG-91
1348480,TRG-36
1348480,TRG-52
1348473,TRG-92
1348473,TRG-48
1348473,TRG-47
1348510,TRG-69
1348510,TRG-83
1348510,TRG-44
1348510,TRG-46
1348510,TRG-72
1348476,TRG-51
1348477,TRG-11
1348477,TRG-72
1348477,TRG-32
1348477,TRG-25
1348477,TRG-18
1348477,TRG-78
1348477,TRG-52
1348477,TRG-0
1348477,TRG-72
1348478,TRG-23
1348478,TRG-27
1348478,TRG-92
1348478,TRG-17
1348478,TRG-76
1348479,TRG-95
1348479,TRG-37
1348479,TRG-99
1348479,TRG-32
1348479,TRG-74
1348479,TRG-59
1348481,TRG-4
1348481,TRG-97
1348482,TRG-55
1348482,TRG-31
1348482,TRG-78
1348482,TRG-71
1348482,TRG-60
1348482,TRG-14
1348482,TRG-10
1348482,TRG-64
1348483,TRG-86
1348483,TRG-30
1348483,TRG-47
1348483,TRG-15
1348483,TRG-49
1348483,TRG-78
1348484,TRG-65
1348484,TRG-86
1348484,TRG-46
1348484,TRG-27
1348484,TRG-30
1348484,TRG-55
1348484,TRG-60
1348484,TRG-16
1348511,TRG-36
1348511,TRG-89
1348511,TRG-70
1348511,TRG-64
1348511,TRG-63
1348485,TRG-67
1348485,TRG-92
1348485,TRG-22
1348485,TRG-63
1348485,TRG-10
1348486,TRG-76
1348486,TRG-62
1348486,TRG-45
1348486,TRG-12
1348487,TRG-69
1348487,TRG-97
1348487,TRG-34
1348487,TRG-3
1348487,TRG-10
1348487,TRG-62
1348487,TRG-33
1348488,TRG-20
1348488,TRG-12
1348488,TRG-43
1348488,TRG-27
1348488,TRG-94
1348489,TRG-56
1348489,TRG-51
1348489,TRG-10
1348489,TRG-40
1348489,TRG-34
1348489,TRG-97
1348489,TRG-92
1348489,TRG-22
1348489,TRG-43
1348490,TRG-14
1348491,TRG-55
1348491,TRG-9
1348491,TRG-65
1348491,TRG-39
1348492,TRG-29
1348492,TRG-20
1348492,TRG-35
1348493,TRG-40
1348493,TRG-31
1348493,TRG-54
1348494,TRG-27
1348494,TRG-70
1348494,TRG-75
1348494,TRG-28
1348494,TRG-7
1348494,TRG-96
1348495,TRG-54
1348495,TRG-53
1348495,TRG-4
1348495,TRG-66
1348495,TRG-4
1348495,TRG-1
1348495,TRG-83
1348512,TRG-6
1348512,TRG-73
1348512,TRG-37
1348512,TRG-54
1348512,TRG-29
1348496,TRG-85
1348496,TRG-4
1348497,TRG-72
1348497,TRG-60
1348497,TRG-27
1348497,TRG-69
1348497,TRG-1
1348498,TRG-6
1348498,TRG-32
1348499,TRG-31
1348500,TRG-30
1348500,TRG-18
1348500,TRG-53
1348500,TRG-64
1348500,TRG-98
1348502,TRG-35
1348502,TRG-86
1348502,TRG-11
1348502,TRG-56
1348502,TRG-79
1348502,TRG-40
1348502,TRG-58
1348502,TRG-70
1348503,TRG-18
1348503,TRG-80
1348503,TRG-23
1348503,TRG-89
1348504,TRG-65
1348504,TRG-66
1348505,TRG-94
1348505,TRG-60
1348505,TRG-52
1348505,TRG-41
1348505,TRG-87
1348505,TRG-5
1364074,TRG-69
1364074,TRG-98
1364074,TRG-58
1364074,TRG-96
1364074,TRG-17
1348506,TRG-80
1348506,TRG-56
1348506,TRG-88
1348506,TRG-16
1348506,TRG-31
1348506,TRG-83
1348506,TRG-85
1348507,TRG-31
1348507,TRG-24
1348507,TRG-96
1348507,TRG-73
1348508,TRG-72
1348508,TRG-3
1348508,TRG-48
1348508,TRG-70
1348508,TRG-14
1348508,TRG-83
1348508,TRG-93
1348509,TRG-84
1348509,TRG-54
1348509,TRG-17
1348509,TRG-62
1348509,TRG-60
1348509,TRG-96
1348509,TRG-48
1348509,TRG-31
1348509,TRG-39
1348513,TRG-51
1348513,TRG-85
1348513,TRG-33
1348513,TRG-68
1348514,TRG-72
1348514,TRG-68
1348514,TRG-7
1348514,TRG-49
1348514,TRG-98
1348514,TRG-10
1348514,TRG-69
1348514,TRG-20
1348515,TRG-9
1348516,TRG-20
1348516,TRG-7
1348516,TRG-1
1348516,TRG-57
1348516,TRG-68
1348516,TRG-12
1348517,TRG-9
1348517,TRG-62
1348517,TRG-77
1348517,TRG-68
1348517,TRG-23
1348517,TRG-65
1348517,TRG-45
1348517,TRG-84
1348517,TRG-70
1348518,TRG-28
1348518,TRG-21
1348518,TRG-42
1348518,TRG-88
1348518,TRG-38
1348518,TRG-0
1348518,TRG-54
1348520,TRG-44
1348520,TRG-82
1348520,TRG-92
1348520,TRG-30
1348520,TRG-4
1348520,TRG-52
1348520,TRG-58
1348521,TRG-63
1348521,TRG-99
1348521,TRG-17
1348523,TRG-81
1348523,TRG-92
1348523,TRG-99
1348523,TRG-57
1348523,TRG-95
1348523,TRG-92
1348523,TRG-79
1348523,TRG-69
1348523,TRG-39
1348529,TRG-8
1348529,TRG-46
1348529,TRG-33
1364075,TRG-98
1364075,TRG-71
1364075,TRG-88
1364075,TRG-54
1364075,TRG-98
1364075,TRG-59
1364075,TRG-35
1348524,TRG-57
1348524,TRG-2
1348525,TRG-70
1348525,TRG-18
1348525,TRG-61
1348525,TRG-93
1348525,TRG-30
1348525,TRG-25
1348525,TRG-52
1348525,TRG-85
1348525,TRG-27
1348526,TRG-39
1348526,TRG-61
1348526,TRG-10
1348526,TRG-78
1348526,TRG-10
1348526,TRG-32
1348526,TRG-63
1348526,TRG-65
1348526,TRG-77
1348527,TRG-47
1348527,TRG-92
1348528,TRG-5
1348528,TRG-95
1348528,TRG-18
1348528,TRG-6
1348528,TRG-86
1348528,TRG-11
1348528,TRG-0
1348528,TRG-48
1348531,TRG-70
1348531,TRG-25
1348532,TRG-40
1348532,TRG-95
1348533,TRG-89
1348533,TRG-30
1348533,TRG-80
1348533,TRG-67
1348533,TRG-14
1348533,TRG-64
1348534,TRG-67
1348534,TRG-7
1348534,TRG-65
1348534,TRG-44
1348534,TRG-85
1348534,TRG-78
1364124,TRG-68
1364124,TRG-47
1364124,TRG-88
1348535,TRG-63
1348535,TRG-34
1348535,TRG-8
1348535,TRG-46
1348535,TRG-67
1348537,TRG-75
1348537,TRG-12
1348537,TRG-12
1348537,TRG-53
1348537,TRG-34
1348538,TRG-3
1348538,TRG-86
1348538,TRG-61
1348538,TRG-45
1348538,TRG-65
1348538,TRG-96
1348578,TRG-72
1348578,TRG-38
1348578,TRG-61
1348540,TRG-20
1348540,TRG-35
1348540,TRG-88
1348541,TRG-27
1348541,TRG-10
1348541,TRG-68
1348541,TRG-30
1348541,TRG-80
1348542,TRG-65
1348542,TRG-53
1348542,TRG-93
1348542,TRG-49
1348543,TRG-30
1348543,TRG-61
1348543,TRG-19
1348543,TRG-76
1348543,TRG-7
1348543,TRG-27
1348543,TRG-22
1348543,TRG-94
1348543,TRG-76
1348544,TRG-16
1348544,TRG-59
1348544,TRG-61
1348544,TRG-19
1348545,TRG-84
1348545,TRG-17
1348545,TRG-77
1348545,TRG-33
1348546,TRG-6
1348546,TRG-76
1348546,TRG-6
1348546,TRG-23
1348546,TRG-31
1348546,TRG-86
1348546,TRG-74
1348546,TRG-78
1348546,TRG-84
1348547,TRG-6
1348547,TRG-97
1348547,TRG-57
1348547,TRG-11
1348547,TRG-87
1348547,TRG-38
1348548,TRG-13
1348548,TRG-67
1348551,TRG-39
1348552,TRG-29
1348552,TRG-77
1348553,TRG-70
1348553,TRG-76
1364125,TRG-53
1364125,TRG-72
1364125,TRG-87
1348555,TRG-49
1348555,TRG-27
1348555,TRG-85
1348555,TRG-85
1348555,TRG-28
1348556,TRG-89
1348556,TRG-82
1348557,TRG-36
1348559,TRG-50
1348562,TRG-99
1348563,TRG-48
1348563,TRG-90
1348563,TRG-30
1348564,TRG-27
1348565,TRG-77
1348565,TRG-53
1348565,TRG-64
1348565,TRG-59
1348565,TRG-26
1348565,TRG-43
1348566,TRG-82
1348566,TRG-21
1348566,TRG-78
1348567,TRG-3
1348567,TRG-86
1348569,TRG-49
1348569,TRG-63
1348569,TRG-54
1348569,TRG-95
1348569,TRG-94
1348569,TRG-78
1348569,TRG-17
1348571,TRG-20
1348572,TRG-42
1348572,TRG-6
1348572,TRG-89
1348572,TRG-90
1348572,TRG-93
1348572,TRG-58
1348573,TRG-10
1348573,TRG-8
1348573,TRG-99
1348573,TRG-32
1348574,TRG-74
1348574,TRG-62
1348574,TRG-1
1348574,TRG-53
1348575,TRG-85
1348575,TRG-82
1348576,TRG-9
1348576,TRG-8
1348576,TRG-97
1348576,TRG-14
1348577,TRG-20
1348577,TRG-85
1348577,TRG-67
1348577,TRG-77
1348583,TRG-15
1348583,TRG-81
1348583,TRG-8
1348583,TRG-88
1348583,TRG-90
1348583,TRG-51
1348584,TRG-15
1348584,TRG-4
1348584,TRG-50
1348585,TRG-58
1348585,TRG-60
1348587,TRG-82
1348587,TRG-93
1348588,TRG-94
1348589,TRG-37
1348589,TRG-7
1348590,TRG-2
1348590,TRG-91
1348590,TRG-13
1348590,TRG-42
1348590,TRG-77
1348590,TRG-2
1348591,TRG-83
1348591,TRG-21
1348591,TRG-3
1348592,TRG-61
1348593,TRG-24
1348593,TRG-69
1348593,TRG-3
1348593,TRG-2
1348594,TRG-57
1348594,TRG-44
1348594,TRG-64
1348594,TRG-31
1348594,TRG-44
1348596,TRG-52
1348596,TRG-49
1348596,TRG-5
1348599,TRG-75
1348599,TRG-15
1348599,TRG-70
1348599,TRG-78
1348600,TRG-74
1348600,TRG-87
1348600,TRG-65
1348600,TRG-34
1348600,TRG-47
1348601,TRG-94
1348601,TRG-93
1348601,TRG-32
1348601,TRG-45
1348601,TRG-89
1348601,TRG-63
1348601,TRG-60
1348601,TRG-61
1348602,TRG-46
1348602,TRG-27
1348602,TRG-73
1348602,TRG-80
1348603,TRG-3
1348603,TRG-82
1348603,TRG-52
1348603,TRG-56
1348603,TRG-33
1348603,TRG-36
1348603,TRG-63
1348603,TRG-80
1348603,TRG-97
1348604,TRG-27
1348605,TRG-75
1348605,TRG-47
1348605,TRG-51
1348605,TRG-21
1348605,TRG-0
1348605,TRG-73
1348607,TRG-57
1348607,TRG-3
1348608,TRG-49
1348608,TRG-36
1348608,TRG-41
1348608,TRG-51
1348609,TRG-26
1348609,TRG-41
1348610,TRG-22
1348610,TRG-19
1348610,TRG-87
1348610,TRG-45
1348610,TRG-46
1348610,TRG-4
1348611,TRG-20
1348611,TRG-44
1348611,TRG-96
1348611,TRG-46
1348611,TRG-72
1348612,TRG-48
1348612,TRG-58
1348612,TRG-57
1348612,TRG-53
1348613,TRG-74
1348613,TRG-75
1348614,TRG-97
1348614,TRG-53
1348615,TRG-85
1348615,TRG-55
1348615,TRG-19
1348631,TRG-66
1348631,TRG-23
1348631,TRG-13
1348631,TRG-54
1348631,TRG-30
1348631,TRG-16
1348616,TRG-29
1348616,TRG-47
1348616,TRG-59
1348616,TRG-38
1348616,TRG-83
1348616,TRG-66
1348616,TRG-97
1348617,TRG-20
1348617,TRG-22
1348618,TRG-89
1348618,TRG-2
1348618,TRG-52
1348618,TRG-27
1348618,TRG-54
1348619,TRG-93
1348619,TRG-84
1348619,TRG-74
1348619,TRG-39
1348619,TRG-6
1348619,TRG-58
1348619,TRG-31
1348632,TRG-7
1348632,TRG-11
1348632,TRG-35
1348632,TRG-84
1348632,TRG-0
1348632,TRG-35
1348632,TRG-72
1348621,TRG-67
1348621,TRG-96
1348621,TRG-55
1348621,TRG-19
1348621,TRG-42
1348622,TRG-88
1348622,TRG-31
1348622,TRG-93
1348623,TRG-17
1348623,TRG-4
1348623,TRG-13
1348623,TRG-58
1348623,TRG-26
1348623,TRG-28
1348623,TRG-64
1348625,TRG-37
1348625,TRG-22
1348625,TRG-22
1348625,TRG-37
1348626,TRG-70
1348626,TRG-74
1348626,TRG-97
1348626,TRG-53
1348628,TRG-17
1348628,TRG-77
1348630,TRG-71
1348630,TRG-48
1348630,TRG-21
1348630,TRG-24
1348630,TRG-98
1348630,TRG-61
1348630,TRG-50
1348630,TRG-25
1348630,TRG-51
1348633,TRG-47
1348633,TRG-87
1348633,TRG-22
1348635,TRG-90
1348635,TRG-49
1348635,TRG-88
1348635,TRG-91
1348635,TRG-73
1348635,TRG-90
1348635,TRG-9
1348635,TRG-79
1348636,TRG-5
1348638,TRG-58
1348638,TRG-74
1348638,TRG-32
1348638,TRG-81
1348638,TRG-37
1348638,TRG-52
1348639,TRG-76
1348639,TRG-80
1348639,TRG-5
1348640,TRG-48
1348640,TRG-57
1348640,TRG-24
1348640,TRG-35
1348640,TRG-90
1348641,TRG-89
1348641,TRG-41
1348641,TRG-62
1348641,TRG-31
1348641,TRG-11
1348641,TRG-15
1348641,TRG-28
1348641,TRG-85
1348642,TRG-53
1348642,TRG-82
1348642,TRG-69
1348642,TRG-66
1348642,TRG-84
1348642,TRG-12
1348642,TRG-63
1348642,TRG-38
1348642,TRG-8
1348643,TRG-71
1348643,TRG-88
1348643,TRG-21
1348643,TRG-43
1348644,TRG-80
1348644,TRG-44
1348645,TRG-93
1348645,TRG-8
1348645,TRG-23
1348646,TRG-71
1348646,TRG-33
1348646,TRG-86
1348646,TRG-76
1348646,TRG-51
1348647,TRG-6
1348647,TRG-28
1348647,TRG-54
1348647,TRG-27
1348648,TRG-97
1348648,TRG-73
1348648,TRG-15
1348648,TRG-71
1348648,TRG-40
1348648,TRG-34
1348650,TRG-25
1348650,TRG-53
1348651,TRG-20
1348651,TRG-3
1348651,TRG-59
1348651,TRG-82
1348651,TRG-72
1348651,TRG-84
1348652,TRG-56
1348652,TRG-28
1348652,TRG-59
1348652,TRG-7
1348652,TRG-73
1348652,TRG-12
1348653,TRG-69
1348653,TRG-72
1348653,TRG-2
1348653,TRG-29
1348653,TRG-6
1348653,TRG-40
1348653,TRG-13
1348653,TRG-52
1348653,TRG-13
1348654,TRG-90
1348654,TRG-38
1348654,TRG-65
1348654,TRG-83
1348654,TRG-76
1348654,TRG-28
1348656,TRG-81
1348656,TRG-92
1348656,TRG-65
1348656,TRG-65
1348656,TRG-79
1348656,TRG-35
1348656,TRG-57
1348656,TRG-31
1348656,TRG-43
1348657,TRG-9
1348657,TRG-77
1348657,TRG-84
1348657,TRG-11
1348657,TRG-88
1348657,TRG-73
1348657,TRG-70
